-7.873521526848994631e-03,9.339378844270475322e-02,3.938571374414097104e-01,1.053715142920340631e+00,1.773377821992322634e+00,-9.910463758694169067e-01,2.863014518440043510e-01,-1.236421408002658789e-01
3.255126261160838363e-01,1.312506514032224958e+00,-9.328080546338779477e-01,1.073491056190414739e+00,-1.113830514914425418e+00,1.598621841423911727e+00,1.475266089605504760e+00,8.327899492926268410e-01
-3.655419739265179380e-01,1.858845706588743152e+00,-1.915007209841573799e-01,-1.749979535436932077e+00,-5.462493665699293954e-01,5.397178163833973308e-01,3.214289741895475228e-01,4.851655883574953337e-02
1.201594696079938629e+00,6.058315934495174249e-01,-2.317228599375095732e-01,-9.376986078220518328e-01,8.869526417746906866e-01,-1.219139028466120767e+00,-4.576150887115004728e-01,-2.282141638992601695e+00
-2.012548605632057619e+00,-7.773336804592150262e-01,-2.509845181940368875e-01,-4.969378049083325033e-01,-2.781160378509117681e-01,-3.606529859236382030e-01,5.750482663238627445e-01,9.442663037931692260e-01
-1.489999784697679241e-01,3.597702614296667267e-01,7.308776213449728054e-01,-9.355779575031475392e-02,-2.037778107742873157e+00,-8.772659250287064836e-01,1.281503983745906572e+00,-7.948026444348739172e-01
2.151750225790239224e+00,1.197317893532746425e+00,3.305430161856778071e+00,1.232586213091631189e+00,2.167569358576357796e-01,1.321271257178949110e+00,1.843118166928796597e-01,6.606026250456120685e-01
-1.153082252766805399e-01,-7.428406674608198923e-01,1.058376338776580994e+00,-1.092134166195456002e+00,-1.205200726093965891e+00,-1.640031453207013046e+00,-5.129132743351356716e-01,1.341352218849246158e+00
9.094986925208080608e-01,8.911379461488357911e-01,-7.694355805195234321e-01,1.025352337367085642e+00,-1.032358054728651275e+00,-8.809986075093529934e-01,1.610167865445216506e+00,-4.890549134327354386e-01
6.798024110486984295e-01,-3.659138706284943005e-02,-3.463894641880196218e-02,8.819972016520578606e-01,-2.323880780108979138e+00,2.415564319752244726e-01,7.620632126903054138e-01,-3.429780252656121631e-01
4.258200605126637867e-02,-5.781219609770148482e-01,-1.570212979226702776e-01,1.133336230854393056e+00,1.085766319438909999e-01,7.303016129511031851e-01,3.908664164649097161e-01,1.217706066100485707e+00
1.433480485818092287e+00,5.945955793186387395e-02,1.563294241732677392e+00,8.894164107824048537e-01,-1.267041098959109213e+00,9.580224508831227670e-01,4.783141067993115225e-01,3.928352476695161632e-01
3.891761068438188698e-01,-3.554680282366683847e-02,-8.914048643460932564e-02,-1.487380538924524931e+00,1.637907228256523684e+00,-5.014401244332741259e-01,5.660618879693536387e-01,2.754498204947167794e-01
-1.172222563534384143e+00,5.738730482157684554e-01,5.530092164865284543e-01,3.349231690721292676e+00,-2.822868565526391649e+00,6.075017752741637134e-01,-1.709501068163960635e+00,-4.934406808464256722e-01
-9.745103864545706651e-01,1.409844926653228969e-01,3.206824669376974191e-01,-8.487422538136795147e-01,-9.081383447715518642e-01,4.453061711452336313e-01,9.994819497349491932e-01,-3.054622740394604685e-01
-1.723995850252840967e+00,6.550041906036022654e-01,-8.246739456035997451e-01,9.103562894417995821e-01,-2.784932659036297942e+00,-1.309473838642835897e-01,8.129136870781766833e-01,-7.048704174555332491e-01
6.173849845356338406e-01,6.103418035830998623e-01,4.192687437258079131e-01,2.856104571319721952e-01,-2.616594258173382537e-01,8.461573672953967007e-01,-4.266335375371543837e-01,3.517106523611702729e-01
7.305296848988164227e-01,-7.996664501199505226e-01,-1.087089361729036252e+00,-2.141855728973191653e+00,-1.355334093572445386e+00,1.077672986949878453e+00,1.327843905990010676e+00,3.215171877390253230e-01
9.191203537995084050e-01,7.356721701057603591e-01,7.637954840629261888e-01,6.581634340316080412e-01,-4.846008683481317636e-01,1.037531465098561645e+00,-4.265977731582086818e-01,1.584907503258221162e+00
-3.277406428543953032e-01,7.918833789505999032e-01,4.743642110848741433e-01,7.746345426686096491e-01,-4.036709720022711778e+00,-1.318803451469471311e+00,8.608505510918895709e-01,-9.238818503038792596e-01
7.366375227229907674e-01,-2.481972313939088959e-02,-1.414963577999346078e-01,8.501815732614175225e-01,-1.245183791132926432e+00,-1.713171561437858648e+00,-1.593649190703951835e+00,7.436570020577996099e-01
2.438782395832097105e+00,-3.119146295559890869e-01,-1.249525572633356507e+00,-1.236205608003153156e+00,-1.177308493534365619e+00,-1.327941645369724588e+00,8.586900334499802945e-01,-5.340808174665543362e-01
1.765466510939669442e+00,5.369277579037409209e-01,5.129446496186509385e-01,3.516114451365513816e+00,-1.504555686564404304e+00,6.827366385222577438e-01,-5.047422997250586851e-01,-1.070213259513522974e+00
8.226456481023376455e-01,-4.259010839650640978e-01,-8.258014304365993707e-01,-2.147655350444735767e+00,2.284197566318649120e+00,6.196037428199212549e-01,-2.235818326484631857e+00,-9.404137113376435098e-01
6.048977117027901640e-01,3.184010654779428351e-01,-1.077574736818445844e+00,9.232837216186317031e-01,-2.195012403526538591e+00,-1.467947695686947274e+00,1.336723455468030508e+00,7.374482598762055474e-01
2.887193801679719951e-01,8.592624979455986134e-01,1.045367191499873005e+00,2.425878278962603662e+00,-3.007741161976542621e+00,-1.237197158029536004e+00,-2.528879049397468215e+00,1.982626006412326891e+00
4.657357248709369513e-01,1.986023507284501166e-01,3.252820121714221357e-02,3.617578691732958873e-02,-3.092530310054679710e-01,4.211760010613579408e-01,-5.559596456121209673e-01,-2.351868429248454018e-01
3.379483904184079068e-01,-1.102081305753280560e+00,-7.125235268806440203e-02,7.339519356888946078e-02,1.234945046345341080e+00,-4.714406603955308417e-01,1.347382182304667886e+00,9.490284255409783265e-01
-5.530105503755714524e-01,-1.323507445726651799e+00,1.683673441759118705e-01,9.214859204490343236e-01,-2.375318953534837796e+00,-9.085540764648070144e-01,9.980198750044887435e-01,-2.243577256042660562e+00
1.657214865342179655e+00,6.237086165680915117e-01,9.670445873094132283e-01,5.538728288273788714e-01,-3.535345987517619637e-01,8.844793241493534852e-01,-1.207788060060151825e+00,-6.695150315598352719e-01
